"user_id","region","treatment"
7424,"Pacific Northwest","Test"
7425,"New England","Control"
7426,"Midwest","Control"
7427,"Southwest","Control"
7428,"Pacific Northwest","Test"
7429,"Midwest","Test"
7430,"Pacific Northwest","Control"
7431,"Pacific Northwest","Test"
7432,"Southwest","Test"
7433,"Southwest","Control"
7434,"New England","Control"
7435,"Pacific Northwest","Test"
7436,"New England","Control"
7437,"Pacific Northwest","Control"
7438,"New England","Control"
7439,"Pacific Northwest","Control"
7440,"Pacific Northwest","Test"
7441,"Southwest","Test"
7442,"Southwest","Control"
7443,"Southwest","Control"
7444,"Southwest","Test"
7445,"Pacific Northwest","Control"
7446,"Pacific Northwest","Test"
7447,"Midwest","Control"
7448,"Southwest","Test"
7449,"Southeast","Test"
7450,"Midwest","Control"
7451,"Pacific Northwest","Control"
7452,"Midwest","Test"
7453,"Midwest","Test"
7454,"New England","Test"
7455,"Pacific Northwest","Control"
7456,"Southwest","Control"
7457,"Southeast","Control"
7458,"Midwest","Test"
7459,"Southwest","Control"
7460,"Pacific Northwest","Control"
7461,"Midwest","Test"
7462,"Southwest","Test"
7463,"Pacific Northwest","Control"
7464,"New England","Control"
7465,"Pacific Northwest","Control"
7466,"Southeast","Test"
7467,"New England","Control"
7468,"Pacific Northwest","Test"
7469,"New England","Test"
7470,"Southeast","Control"
7471,"Southwest","Control"
7472,"Southwest","Control"
7473,"New England","Test"
7474,"Midwest","Test"
7475,"Southwest","Test"
7476,"Southwest","Test"
7477,"Midwest","Control"
7478,"Southwest","Test"
7479,"Pacific Northwest","Test"
7480,"Pacific Northwest","Test"
7481,"Southwest","Test"
7482,"New England","Control"
7483,"Southeast","Control"
7484,"New England","Test"
7485,"Southeast","Control"
7486,"Southwest","Control"
7487,"New England","Test"
7488,"Pacific Northwest","Control"
7489,"Southeast","Test"
7490,"New England","Test"
7491,"Pacific Northwest","Test"
7492,"Southeast","Control"
7493,"Pacific Northwest","Test"
7494,"Pacific Northwest","Control"
7495,"Pacific Northwest","Test"
7496,"Pacific Northwest","Test"
7497,"Southeast","Control"
7498,"Pacific Northwest","Control"
7499,"New England","Control"
7500,"Southeast","Control"
7501,"Midwest","Control"
7502,"Southeast","Test"
7503,"Midwest","Test"
7504,"New England","Control"
7505,"Midwest","Control"
7506,"Southwest","Control"
7507,"Midwest","Control"
7508,"New England","Test"
7509,"Midwest","Test"
7510,"New England","Control"
7511,"Pacific Northwest","Test"
7512,"Pacific Northwest","Control"
7513,"Southwest","Control"
7514,"Pacific Northwest","Test"
7515,"Southeast","Test"
7516,"New England","Test"
7517,"New England","Control"
7518,"Southwest","Test"
7519,"Pacific Northwest","Control"
7520,"Southwest","Control"
7521,"Midwest","Test"
7522,"Pacific Northwest","Control"
7523,"Midwest","Test"
7524,"Southeast","Control"
7525,"Pacific Northwest","Control"
7526,"Southwest","Test"
7527,"Pacific Northwest","Test"
7528,"New England","Test"
7529,"Southwest","Test"
7530,"Southeast","Test"
7531,"New England","Control"
7532,"Pacific Northwest","Test"
7533,"Midwest","Test"
7534,"New England","Test"
7535,"New England","Control"
7536,"Southwest","Test"
7537,"Pacific Northwest","Control"
7538,"Pacific Northwest","Control"
7539,"Midwest","Control"
7540,"New England","Test"
7541,"Midwest","Control"
7542,"Midwest","Test"
7543,"Pacific Northwest","Control"
7544,"New England","Control"
7545,"Pacific Northwest","Test"
7546,"Midwest","Control"
7547,"Southeast","Control"
7548,"Midwest","Test"
7549,"Southeast","Test"
7550,"Midwest","Control"
7551,"Midwest","Control"
7552,"Southeast","Control"
7553,"Midwest","Test"
7554,"Pacific Northwest","Control"
7555,"New England","Test"
7556,"Southeast","Test"
7557,"Southwest","Control"
7558,"New England","Control"
7559,"New England","Control"
7560,"Southeast","Control"
7561,"New England","Test"
7562,"Pacific Northwest","Test"
7563,"Southwest","Control"
7564,"Pacific Northwest","Test"
7565,"Pacific Northwest","Test"
7566,"Midwest","Test"
7567,"Pacific Northwest","Control"
7568,"Pacific Northwest","Test"
7569,"Southeast","Test"
7570,"Midwest","Control"
7571,"Pacific Northwest","Control"
7572,"Midwest","Control"
7573,"New England","Control"
7574,"Pacific Northwest","Test"
7575,"Southeast","Test"
7576,"New England","Control"
7577,"Southeast","Control"
7578,"Southwest","Test"
7579,"Southwest","Test"
7580,"Pacific Northwest","Control"
7581,"Midwest","Test"
7582,"Southwest","Control"
7583,"Southeast","Test"
7584,"Midwest","Test"
7585,"Pacific Northwest","Test"
7586,"Southeast","Control"
7587,"Pacific Northwest","Control"
7588,"Southwest","Control"
7589,"Pacific Northwest","Control"
7590,"Southwest","Test"
7591,"Pacific Northwest","Control"
7592,"Midwest","Control"
7593,"Pacific Northwest","Test"
7594,"New England","Control"
7595,"Midwest","Control"
7596,"New England","Control"
7597,"Pacific Northwest","Test"
7598,"Pacific Northwest","Control"
7599,"Pacific Northwest","Control"
7600,"New England","Test"
7601,"Pacific Northwest","Control"
7602,"New England","Control"
7603,"Southeast","Control"
7604,"New England","Control"
7605,"Pacific Northwest","Test"
7606,"Pacific Northwest","Control"
7607,"New England","Test"
7608,"Midwest","Test"
7609,"Pacific Northwest","Control"
7610,"Southeast","Control"
7611,"Pacific Northwest","Control"
7612,"Southeast","Control"
7613,"Southwest","Test"
7614,"Midwest","Control"
7615,"Pacific Northwest","Control"
7616,"Southeast","Control"
7617,"Pacific Northwest","Control"
7618,"Pacific Northwest","Test"
7619,"Midwest","Control"
7620,"Southeast","Control"
7621,"Midwest","Test"
7622,"Pacific Northwest","Test"
7623,"Pacific Northwest","Test"
7624,"Pacific Northwest","Control"
7625,"Midwest","Test"
7626,"Pacific Northwest","Control"
7627,"Southwest","Test"
7628,"Southeast","Test"
7629,"Midwest","Test"
7630,"Southwest","Test"
7631,"Southwest","Control"
7632,"Southeast","Control"
7633,"Pacific Northwest","Control"
7634,"Pacific Northwest","Test"
7635,"New England","Test"
7636,"Midwest","Test"
7637,"Pacific Northwest","Test"
7638,"Pacific Northwest","Test"
7639,"Pacific Northwest","Control"
7640,"Southwest","Control"
7641,"Southwest","Test"
7642,"Pacific Northwest","Control"
7643,"New England","Control"
7644,"Pacific Northwest","Test"
7645,"Pacific Northwest","Test"
7646,"Pacific Northwest","Control"
7647,"Pacific Northwest","Test"
7648,"Southeast","Control"
7649,"New England","Control"
7650,"Pacific Northwest","Test"
7651,"Midwest","Control"
7652,"Southeast","Control"
7653,"Midwest","Test"
7654,"Pacific Northwest","Control"
7655,"Southeast","Control"
7656,"New England","Test"
7657,"New England","Control"
7658,"Southwest","Control"
7659,"Midwest","Control"
7660,"Midwest","Control"
7661,"Midwest","Test"
7662,"New England","Test"
7663,"Pacific Northwest","Test"
7664,"Southeast","Control"
7665,"Pacific Northwest","Test"
7666,"New England","Test"
7667,"Midwest","Control"
7668,"Southwest","Control"
7669,"Southwest","Test"
7670,"New England","Test"
7671,"Southwest","Control"
7672,"Southwest","Test"
7673,"Pacific Northwest","Test"
7674,"Pacific Northwest","Control"
7675,"Pacific Northwest","Test"
7676,"Southeast","Test"
7677,"Pacific Northwest","Test"
7678,"Southeast","Control"
7679,"Southeast","Control"
7680,"Southeast","Control"
7681,"Midwest","Test"
7682,"Southeast","Control"
7683,"Southeast","Test"
7684,"Midwest","Test"
7685,"Pacific Northwest","Control"
7686,"Pacific Northwest","Control"
7687,"Midwest","Control"
7688,"Southeast","Control"
7689,"Southeast","Test"
7690,"Midwest","Control"
7691,"Pacific Northwest","Test"
7692,"New England","Test"
7693,"Southeast","Test"
7694,"New England","Test"
7695,"Midwest","Test"
7696,"New England","Control"
7697,"Pacific Northwest","Test"
7698,"Pacific Northwest","Control"
7699,"New England","Test"
7700,"New England","Control"
7701,"New England","Control"
7702,"Pacific Northwest","Test"
7703,"Southeast","Test"
7704,"Pacific Northwest","Test"
7705,"Southwest","Test"
7706,"Southeast","Test"
7707,"Pacific Northwest","Test"
7708,"New England","Control"
7709,"Midwest","Control"
7710,"Pacific Northwest","Test"
7711,"Southeast","Control"
7712,"Pacific Northwest","Test"
7713,"Southeast","Test"
7714,"Pacific Northwest","Test"
7715,"Pacific Northwest","Control"
7716,"New England","Control"
7717,"Midwest","Control"
7718,"New England","Control"
7719,"Pacific Northwest","Test"
7720,"Pacific Northwest","Test"
7721,"Midwest","Control"
7722,"Pacific Northwest","Control"
7723,"Pacific Northwest","Test"
7724,"Pacific Northwest","Control"
7725,"Pacific Northwest","Test"
7726,"Midwest","Control"
7727,"Pacific Northwest","Test"
7728,"Southwest","Control"
7729,"New England","Control"
7730,"Pacific Northwest","Test"
7731,"New England","Control"
7732,"Southwest","Test"
7733,"Southwest","Control"
7734,"Pacific Northwest","Control"
7735,"New England","Control"
7736,"Pacific Northwest","Test"
7737,"Midwest","Control"
7738,"Pacific Northwest","Control"
7739,"Southwest","Control"
7740,"Southeast","Test"
7741,"Midwest","Control"
7742,"Southeast","Test"
7743,"Pacific Northwest","Control"
7744,"Pacific Northwest","Test"
7745,"Southeast","Test"
7746,"New England","Control"
7747,"Midwest","Control"
7748,"New England","Test"
7749,"New England","Control"
7750,"Pacific Northwest","Test"
7751,"Pacific Northwest","Control"
7752,"Pacific Northwest","Control"
7753,"Midwest","Control"
7754,"Midwest","Control"
7755,"Pacific Northwest","Test"
7756,"New England","Test"
7757,"Pacific Northwest","Test"
7758,"Southwest","Control"
7759,"Pacific Northwest","Control"
7760,"Pacific Northwest","Test"
7761,"Southwest","Test"
7762,"Midwest","Test"
7763,"Midwest","Control"
7764,"Pacific Northwest","Test"
7765,"New England","Control"
7766,"Midwest","Test"
7767,"Southwest","Control"
7768,"Pacific Northwest","Control"
7769,"Pacific Northwest","Test"
7770,"New England","Test"
7771,"New England","Control"
7772,"New England","Control"
7773,"Southeast","Control"
7774,"Southwest","Test"
7775,"New England","Test"
7776,"Pacific Northwest","Test"
7777,"Pacific Northwest","Test"
7778,"New England","Test"
7779,"Midwest","Control"
7780,"Midwest","Test"
7781,"Pacific Northwest","Test"
7782,"Midwest","Control"
7783,"New England","Control"
7784,"Southwest","Control"
7785,"Midwest","Test"
7786,"Pacific Northwest","Test"
7787,"Midwest","Control"
7788,"Pacific Northwest","Control"
7789,"Pacific Northwest","Test"
7790,"New England","Test"
7791,"Southeast","Control"
7792,"New England","Control"
7793,"Pacific Northwest","Control"
7794,"Southwest","Control"
7795,"New England","Control"
7796,"New England","Test"
7797,"New England","Control"
7798,"Southwest","Control"
7799,"Southwest","Test"
7800,"New England","Test"
7801,"New England","Test"
7802,"Southwest","Test"
7803,"New England","Control"
7804,"Southeast","Test"
7805,"Midwest","Test"
7806,"Southeast","Control"
7807,"Southwest","Test"
7808,"Southwest","Control"
7809,"Midwest","Control"
7810,"Southeast","Control"
7811,"Southeast","Control"
7812,"Pacific Northwest","Test"
7813,"Midwest","Control"
7814,"Pacific Northwest","Test"
7815,"New England","Test"
7816,"Pacific Northwest","Control"
7817,"Southeast","Test"
7818,"Midwest","Control"
7819,"Midwest","Control"
7820,"Pacific Northwest","Test"
7821,"Pacific Northwest","Test"
7822,"Southwest","Control"
7823,"Southwest","Test"
7824,"Southeast","Control"
7825,"New England","Test"
7826,"Midwest","Control"
7827,"Midwest","Test"
7828,"Pacific Northwest","Control"
7829,"Pacific Northwest","Control"
7830,"Midwest","Control"
7831,"Southeast","Test"
7832,"New England","Control"
7833,"New England","Control"
7834,"Midwest","Control"
7835,"Midwest","Control"
7836,"New England","Test"
7837,"New England","Test"
7838,"Pacific Northwest","Control"
7839,"New England","Control"
7840,"Southwest","Test"
7841,"Southwest","Control"
7842,"Southwest","Control"
7843,"Southeast","Test"
7844,"New England","Control"
7845,"New England","Control"
7846,"Midwest","Control"
7847,"Midwest","Test"
7848,"New England","Test"
7849,"Pacific Northwest","Test"
7850,"Southeast","Control"
7851,"New England","Test"
7852,"Southeast","Test"
7853,"Pacific Northwest","Test"
7854,"Midwest","Test"
7855,"Midwest","Control"
7856,"Pacific Northwest","Control"
7857,"Pacific Northwest","Control"
7858,"Southwest","Control"
7859,"New England","Control"
7860,"New England","Test"
7861,"Pacific Northwest","Control"
7862,"Southwest","Control"
7863,"New England","Test"
7864,"New England","Test"
7865,"Midwest","Test"
7866,"Pacific Northwest","Test"
7867,"Pacific Northwest","Control"
7868,"Midwest","Control"
7869,"New England","Control"
7870,"Pacific Northwest","Test"
7871,"Southeast","Test"
7872,"Southwest","Test"
7873,"Southwest","Control"
7874,"Pacific Northwest","Test"
7875,"Midwest","Test"
7876,"Pacific Northwest","Test"
7877,"New England","Test"
7878,"New England","Control"
7879,"Midwest","Control"
7880,"Pacific Northwest","Test"
7881,"New England","Control"
7882,"Midwest","Control"
7883,"Southeast","Test"
7884,"Midwest","Control"
7885,"New England","Control"
7886,"Pacific Northwest","Control"
7887,"Southwest","Control"
7888,"Pacific Northwest","Test"
7889,"Pacific Northwest","Control"
7890,"Midwest","Test"
7891,"Pacific Northwest","Test"
7892,"Midwest","Test"
7893,"Southeast","Test"
7894,"Southwest","Test"
7895,"Pacific Northwest","Control"
7896,"Pacific Northwest","Test"
7897,"Southwest","Test"
7898,"Southeast","Test"
7899,"Pacific Northwest","Test"
7900,"Southeast","Test"
7901,"Midwest","Control"
7902,"Midwest","Control"
7903,"Pacific Northwest","Test"
7904,"New England","Test"
7905,"Midwest","Test"
7906,"Pacific Northwest","Control"
7907,"Midwest","Control"
7908,"Southwest","Control"
7909,"Pacific Northwest","Test"
7910,"Pacific Northwest","Test"
7911,"New England","Control"
7912,"Southeast","Test"
7913,"New England","Control"
7914,"Pacific Northwest","Test"
7915,"New England","Control"
7916,"Pacific Northwest","Test"
7917,"Pacific Northwest","Test"
7918,"Southeast","Test"
7919,"Pacific Northwest","Test"
7920,"Southwest","Test"
7921,"Pacific Northwest","Test"
7922,"Southwest","Control"
7923,"Southeast","Control"
7924,"New England","Control"
7925,"New England","Control"
7926,"Southwest","Control"
7927,"New England","Control"
7928,"Southwest","Test"
7929,"Midwest","Test"
7930,"Pacific Northwest","Test"
7931,"Midwest","Test"
7932,"New England","Test"
7933,"New England","Test"
7934,"Southeast","Control"
7935,"Southeast","Control"
7936,"Midwest","Test"
7937,"Pacific Northwest","Control"
7938,"Pacific Northwest","Test"
7939,"Southwest","Test"
7940,"New England","Test"
7941,"Midwest","Test"
7942,"Southwest","Test"
7943,"Southwest","Control"
7944,"Midwest","Control"
7945,"Midwest","Control"
7946,"Midwest","Test"
7947,"Southwest","Test"
7948,"Pacific Northwest","Test"
7949,"Pacific Northwest","Test"
7950,"Southeast","Test"
7951,"Pacific Northwest","Control"
7952,"Southwest","Test"
7953,"Southwest","Test"
7954,"New England","Control"
7955,"Southwest","Test"
7956,"New England","Test"
7957,"Southeast","Test"
7958,"Southwest","Test"
7959,"Pacific Northwest","Control"
7960,"New England","Test"
7961,"Pacific Northwest","Control"
7962,"Pacific Northwest","Control"
7963,"Midwest","Test"
7964,"Southeast","Control"
7965,"Southwest","Control"
7966,"Pacific Northwest","Control"
7967,"New England","Test"
7968,"Southwest","Test"
7969,"Southeast","Control"
7970,"Southeast","Control"
7971,"Pacific Northwest","Control"
7972,"New England","Control"
7973,"Pacific Northwest","Control"
7974,"New England","Test"
7975,"Southwest","Test"
7976,"Southeast","Test"
7977,"Southeast","Test"
7978,"New England","Control"
7979,"Southwest","Control"
7980,"Midwest","Test"
7981,"Pacific Northwest","Control"
7982,"Midwest","Test"
7983,"Pacific Northwest","Test"
7984,"Pacific Northwest","Test"
7985,"Pacific Northwest","Test"
7986,"Pacific Northwest","Control"
7987,"Midwest","Test"
7988,"Midwest","Control"
7989,"Midwest","Control"
7990,"Midwest","Test"
7991,"Midwest","Control"
7992,"New England","Control"
7993,"Pacific Northwest","Test"
7994,"New England","Test"
7995,"New England","Control"
7996,"New England","Control"
7997,"New England","Control"
7998,"Midwest","Control"
7999,"Pacific Northwest","Test"
8000,"Pacific Northwest","Control"
8001,"Southwest","Test"
8002,"Pacific Northwest","Test"
8003,"Pacific Northwest","Control"
8004,"Pacific Northwest","Control"
8005,"Southwest","Test"
8006,"New England","Test"
8007,"Pacific Northwest","Control"
8008,"Midwest","Control"
8009,"New England","Control"
8010,"Southwest","Control"
8011,"Southeast","Test"
8012,"Pacific Northwest","Test"
8013,"Pacific Northwest","Control"
8014,"Southwest","Test"
8015,"Pacific Northwest","Test"
8016,"New England","Test"
8017,"Southwest","Test"
8018,"Midwest","Control"
8019,"Pacific Northwest","Test"
8020,"New England","Control"
8021,"Midwest","Control"
8022,"Pacific Northwest","Control"
8023,"Midwest","Test"
8024,"Pacific Northwest","Control"
8025,"Pacific Northwest","Test"
8026,"Southwest","Test"
8027,"Midwest","Test"
8028,"Pacific Northwest","Test"
8029,"Pacific Northwest","Test"
8030,"Pacific Northwest","Test"
8031,"Pacific Northwest","Control"
8032,"Pacific Northwest","Control"
8033,"Pacific Northwest","Test"
8034,"New England","Control"
8035,"Pacific Northwest","Control"
8036,"Midwest","Control"
8037,"New England","Control"
8038,"Midwest","Test"
8039,"Midwest","Control"
8040,"New England","Test"
8041,"Southwest","Control"
8042,"Pacific Northwest","Control"
8043,"Midwest","Control"
8044,"Midwest","Control"
8045,"Pacific Northwest","Control"
8046,"New England","Control"
8047,"Pacific Northwest","Control"
8048,"Pacific Northwest","Control"
8049,"Southeast","Control"
8050,"Midwest","Test"
8051,"Southeast","Test"
8052,"Midwest","Control"
8053,"New England","Control"
8054,"Midwest","Control"
8055,"Midwest","Test"
8056,"Pacific Northwest","Control"
8057,"Southeast","Control"
8058,"Southwest","Control"
8059,"Southeast","Control"
8060,"Pacific Northwest","Test"
8061,"Pacific Northwest","Test"
8062,"New England","Control"
8063,"Midwest","Control"
8064,"Southwest","Test"
8065,"Pacific Northwest","Control"
8066,"Southeast","Control"
8067,"Pacific Northwest","Test"
8068,"Pacific Northwest","Test"
8069,"Pacific Northwest","Test"
8070,"Pacific Northwest","Control"
8071,"Pacific Northwest","Control"
8072,"Midwest","Control"
8073,"Pacific Northwest","Test"
8074,"Pacific Northwest","Control"
8075,"Southwest","Test"
8076,"New England","Control"
8077,"Pacific Northwest","Test"
8078,"Southwest","Test"
8079,"Pacific Northwest","Test"
8080,"New England","Control"
8081,"Pacific Northwest","Test"
8082,"Pacific Northwest","Test"
8083,"New England","Test"
8084,"Southeast","Control"
8085,"Southwest","Test"
8086,"Pacific Northwest","Control"
8087,"Pacific Northwest","Control"
8088,"Pacific Northwest","Control"
8089,"Southwest","Test"
8090,"Southwest","Control"
8091,"Midwest","Control"
8092,"Pacific Northwest","Test"
8093,"New England","Control"
8094,"Southwest","Test"
8095,"Pacific Northwest","Control"
8096,"Pacific Northwest","Control"
8097,"Midwest","Control"
8098,"Pacific Northwest","Control"
8099,"Pacific Northwest","Control"
8100,"New England","Control"
8101,"New England","Test"
8102,"New England","Control"
8103,"New England","Test"
8104,"Midwest","Control"
8105,"Pacific Northwest","Test"
8106,"Midwest","Control"
8107,"Midwest","Test"
8108,"Pacific Northwest","Test"
8109,"New England","Test"
8110,"Midwest","Control"
8111,"Southeast","Test"
8112,"New England","Control"
8113,"Southwest","Test"
8114,"Midwest","Test"
8115,"Midwest","Test"
8116,"Midwest","Test"
8117,"Southwest","Control"
8118,"New England","Test"
8119,"Pacific Northwest","Control"
8120,"Midwest","Control"
8121,"Midwest","Test"
8122,"Midwest","Control"
8123,"Pacific Northwest","Test"
8124,"New England","Test"
8125,"New England","Control"
8126,"Midwest","Test"
8127,"Midwest","Test"
8128,"Midwest","Test"
8129,"Southwest","Test"
8130,"Midwest","Control"
8131,"Southwest","Test"
8132,"New England","Control"
8133,"Midwest","Test"
8134,"Pacific Northwest","Test"
8135,"Midwest","Test"
8136,"New England","Test"
8137,"Southeast","Control"
8138,"Pacific Northwest","Control"
8139,"Southwest","Control"
8140,"Southwest","Test"
8141,"Pacific Northwest","Control"
8142,"Southeast","Test"
8143,"Pacific Northwest","Test"
8144,"Pacific Northwest","Control"
8145,"Pacific Northwest","Test"
8146,"Pacific Northwest","Test"
8147,"New England","Test"
8148,"New England","Test"
8149,"Southeast","Test"
8150,"Southwest","Control"
8151,"New England","Control"
8152,"Midwest","Control"
8153,"Midwest","Test"
8154,"Pacific Northwest","Control"
8155,"Pacific Northwest","Control"
8156,"Southwest","Control"
8157,"Pacific Northwest","Control"
8158,"Pacific Northwest","Control"
8159,"Southwest","Control"
8160,"Pacific Northwest","Test"
8161,"New England","Test"
8162,"New England","Control"
8163,"New England","Control"
8164,"Southwest","Control"
8165,"Pacific Northwest","Test"
8166,"Pacific Northwest","Test"
8167,"New England","Test"
8168,"Midwest","Test"
8169,"Pacific Northwest","Test"
8170,"Southeast","Test"
8171,"New England","Control"
8172,"Pacific Northwest","Test"
8173,"Southwest","Test"
8174,"New England","Test"
8175,"Pacific Northwest","Control"
8176,"New England","Test"
8177,"Southeast","Test"
8178,"Midwest","Control"
8179,"New England","Control"
8180,"Pacific Northwest","Test"
8181,"Midwest","Control"
8182,"Midwest","Control"
8183,"New England","Control"
8184,"Pacific Northwest","Test"
8185,"Pacific Northwest","Control"
8186,"Pacific Northwest","Test"
8187,"Southeast","Test"
8188,"Pacific Northwest","Control"
8189,"Pacific Northwest","Control"
8190,"Southeast","Control"
8191,"Midwest","Control"
8192,"Pacific Northwest","Control"
8193,"Pacific Northwest","Test"
8194,"Pacific Northwest","Control"
8195,"Midwest","Test"
8196,"New England","Control"
8197,"Pacific Northwest","Test"
8198,"Pacific Northwest","Control"
8199,"Southwest","Test"
8200,"New England","Control"
8201,"Pacific Northwest","Control"
8202,"Southeast","Test"
8203,"Pacific Northwest","Test"
8204,"Midwest","Test"
8205,"Southwest","Control"
8206,"Midwest","Control"
8207,"Pacific Northwest","Test"
8208,"New England","Control"
8209,"Pacific Northwest","Control"
8210,"Southeast","Test"
8211,"Midwest","Control"
8212,"Southwest","Test"
8213,"Southeast","Test"
8214,"Pacific Northwest","Test"
8215,"Pacific Northwest","Test"
8216,"New England","Control"
8217,"Pacific Northwest","Test"
8218,"Southwest","Test"
8219,"Southeast","Control"
8220,"Midwest","Test"
8221,"Midwest","Test"
8222,"Pacific Northwest","Test"
8223,"New England","Control"
8224,"Pacific Northwest","Control"
8225,"Southeast","Test"
8226,"Midwest","Test"
8227,"Pacific Northwest","Control"
8228,"Pacific Northwest","Control"
8229,"Pacific Northwest","Test"
8230,"Midwest","Control"
8231,"Southwest","Test"
8232,"New England","Control"
8233,"Southeast","Control"
8234,"Southwest","Control"
8235,"New England","Control"
8236,"Midwest","Control"
8237,"Southwest","Test"
8238,"Southeast","Control"
8239,"New England","Test"
8240,"Southwest","Test"
8241,"Southeast","Test"
8242,"Midwest","Test"
8243,"Southeast","Control"
8244,"Southwest","Control"
8245,"Pacific Northwest","Test"
8246,"New England","Test"
8247,"Pacific Northwest","Control"
8248,"Pacific Northwest","Control"
8249,"Midwest","Control"
8250,"Midwest","Test"
8251,"New England","Control"
8252,"Pacific Northwest","Control"
8253,"New England","Control"
8254,"Southeast","Control"
8255,"Pacific Northwest","Test"
8256,"New England","Control"
8257,"Southeast","Control"
8258,"Southeast","Control"
8259,"New England","Test"
8260,"New England","Test"
8261,"Midwest","Test"
8262,"New England","Control"
8263,"Pacific Northwest","Test"
8264,"New England","Control"
8265,"Pacific Northwest","Test"
8266,"Pacific Northwest","Test"
8267,"Pacific Northwest","Test"
8268,"Southwest","Test"
8269,"New England","Test"
8270,"Midwest","Control"
8271,"New England","Control"
8272,"Southwest","Control"
8273,"Midwest","Test"
8274,"Pacific Northwest","Control"
8275,"Southeast","Control"
8276,"Southwest","Test"
8277,"New England","Control"
8278,"Pacific Northwest","Test"
8279,"Southeast","Test"
8280,"Southwest","Test"
8281,"Pacific Northwest","Test"
8282,"New England","Test"
8283,"Pacific Northwest","Control"
8284,"New England","Control"
8285,"New England","Test"
8286,"Pacific Northwest","Control"
8287,"Southeast","Control"
8288,"Southwest","Control"
8289,"Pacific Northwest","Test"
8290,"Southwest","Test"
8291,"Midwest","Control"
8292,"New England","Control"
8293,"Southwest","Control"
8294,"Midwest","Test"
8295,"Pacific Northwest","Test"
8296,"Pacific Northwest","Control"
8297,"Southeast","Test"
8298,"Midwest","Control"
8299,"Southwest","Test"
8300,"Midwest","Control"
8301,"Pacific Northwest","Test"
8302,"Pacific Northwest","Control"
8303,"Midwest","Control"
8304,"Pacific Northwest","Control"
8305,"New England","Test"
8306,"Pacific Northwest","Test"
8307,"Southwest","Test"
8308,"New England","Test"
8309,"Southeast","Test"
8310,"Southeast","Control"
8311,"Pacific Northwest","Control"
8312,"Southwest","Control"
8313,"New England","Test"
8314,"Midwest","Control"
8315,"Midwest","Control"
8316,"Southeast","Test"
8317,"Midwest","Test"
8318,"Pacific Northwest","Control"
8319,"Southwest","Control"
8320,"Midwest","Test"
8321,"New England","Test"
8322,"New England","Control"
8323,"Southeast","Control"
8324,"Southwest","Test"
8325,"Southeast","Control"
8326,"Pacific Northwest","Control"
8327,"Southeast","Test"
8328,"Midwest","Test"
8329,"Southwest","Test"
8330,"Southwest","Test"
8331,"Southeast","Test"
8332,"Southwest","Control"
8333,"Pacific Northwest","Test"
8334,"Midwest","Test"
8335,"Southwest","Test"
8336,"Pacific Northwest","Control"
8337,"New England","Test"
8338,"Southeast","Test"
8339,"Southeast","Test"
8340,"New England","Test"
8341,"Southwest","Test"
8342,"Southeast","Test"
8343,"New England","Test"
8344,"Pacific Northwest","Test"
8345,"Pacific Northwest","Control"
8346,"New England","Test"
8347,"New England","Control"
8348,"Southeast","Test"
8349,"New England","Test"
8350,"Southwest","Test"
8351,"Southeast","Control"
8352,"Pacific Northwest","Control"
8353,"Pacific Northwest","Control"
8354,"Midwest","Test"
8355,"Midwest","Test"
8356,"Southeast","Test"
8357,"Southeast","Test"
8358,"Pacific Northwest","Control"
8359,"Pacific Northwest","Control"
8360,"Pacific Northwest","Test"
8361,"Midwest","Control"
8362,"Pacific Northwest","Test"
8363,"New England","Test"
8364,"Midwest","Control"
8365,"Southwest","Control"
8366,"Pacific Northwest","Control"
8367,"Pacific Northwest","Control"
8368,"Pacific Northwest","Test"
8369,"Midwest","Control"
8370,"Pacific Northwest","Control"
8371,"Pacific Northwest","Control"
8372,"Midwest","Control"
8373,"New England","Test"
8374,"Midwest","Test"
8375,"Pacific Northwest","Control"
8376,"Southwest","Test"
8377,"Southeast","Test"
8378,"New England","Control"
8379,"New England","Control"
8380,"Midwest","Test"
8381,"New England","Control"
8382,"Southeast","Test"
8383,"Southwest","Test"
8384,"Pacific Northwest","Test"
8385,"Midwest","Control"
8386,"Southeast","Control"
8387,"Southwest","Control"
8388,"Pacific Northwest","Control"
8389,"New England","Test"
8390,"Southwest","Control"
8391,"Midwest","Test"
8392,"New England","Control"
8393,"New England","Test"
8394,"Midwest","Test"
8395,"Pacific Northwest","Control"
8396,"Southwest","Test"
8397,"Midwest","Control"
8398,"Southwest","Control"
8399,"Southeast","Test"
8400,"Southeast","Test"
8401,"Midwest","Control"
8402,"Pacific Northwest","Test"
8403,"Pacific Northwest","Control"
8404,"New England","Control"
8405,"Southeast","Test"
8406,"Southwest","Control"
8407,"Pacific Northwest","Test"
8408,"Southwest","Test"
8409,"Midwest","Test"
8410,"Midwest","Control"
8411,"Midwest","Control"
8412,"New England","Test"
8413,"Southwest","Test"
8414,"Pacific Northwest","Test"
8415,"Pacific Northwest","Control"
8416,"New England","Control"
8417,"Pacific Northwest","Control"
8418,"Southeast","Control"
8419,"New England","Test"
8420,"Midwest","Control"
8421,"New England","Control"
8422,"Pacific Northwest","Control"
8423,"Southwest","Test"
8424,"Pacific Northwest","Control"
8425,"Southeast","Test"
8426,"Southwest","Test"
8427,"Southwest","Test"
8428,"Southwest","Control"
8429,"Pacific Northwest","Test"
8430,"Midwest","Control"
8431,"Southwest","Control"
